Title;Company;Location;Salary;Seniority;Published;Expires;Skills
Senior Software Engineer (Front-end) in AML Review Tribe;Danske Bank Lithuania;Vilnius;€ 4320 – 6480;Senior;about 2 months ago;19.05.2025;"5+ years of experience with JavaScript, TypeScript, HTML and related technologies, 3+ years of experience with React or Angular, Understanding the principles of developing UI for SPA and REST services, Perfect understanding of the development process (SDLC), Advanced English language skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
OPERATIONAL TECHNOLOGY SYSTEM ADMINISTRATOR (OTSA) (F/M/D) | IGNITIS RENEWABLES;Ignitis Group;Vilnius;€ 2401 – 3602;N/A;about 2 months ago;17.05.2025;Experience in a system administrator role, Excellent problem-solving and decision-making skills, Strong communication and teamwork skills, Experience in operational technology (OT) system administration, particularly in the wind energy sector, In-depth knowledge of OT protocols, cybersecurity practices, and user management, Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience.
Mid/Senior Site Reliability Engineer with passion for innovation | SEB, Vilnius;SEB;Vilnius;€ 2850 – 5450;Senior;about 2 months ago;11.06.2025;N/A
Mid/Senior Site Reliability Engineer with passion for innovation | SEB, Kaunas;SEB;Kaunas;€ 2850 – 5450;Senior;about 2 months ago;11.06.2025;N/A
.NET Software Engineer in Customer Communication and Channels;Danske Bank Lithuania;Vilnius;€ 3480 – 5220;N/A;about 2 months ago;13.05.2025;"Work on a tool used by thousands, directly enhancing user experience, At least 2 years of experience with solid coding skills in C#, ASP.NET, and .NET Core, Experience in microservices and container-based development, Comprehensive experience in API development, Solid understanding of RabbitMQ, Motivation to expand skills while delving into new subjects, Experience in AWS, DevOps (OpenShift, Terraform), and frontend development is optional but would be highly beneficial, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Senior Java Developer for Credit Journey Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;about 2 months ago;21.05.2025;"Build and maintain Java-based solutions with a focus on enhancing customer experience, Continuously improve your skills and propose innovative solutions, Experience in developing applications using Java and frameworks such as Spring Boot, Understanding of industry standard design principles, for example SOLID and Domain-Driven Design to implement microservices, REST APIs, etc., Experience with messaging systems such as RabbitMQ, etc. would be beneficial, Knowledge and experience with distributed software using cloud service providers (eg. AWS), Docker, and a container orchestration platform (Openshift, Kubernetes, etc.) would be considered a bonus, Upper-Intermediate English skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Senior .NET Engineer in Financial Crime Lifecycle Management Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;2 months ago;13.05.2025;"3+ years of .NET experience, delivering robust and scalable projects, Knowledge of MS SQL Server and RabbitMQ, Experience with Git-based repositories, Understanding of container-based deployment techniques and Kubernetes, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Senior Dynamics 365 and Power Platform Solution Developer | SEB, Vilnius;SEB;Vilnius;€ 4350 – 6300;Senior;2 months ago;11.06.2025;N/A
Data Engineer in Finance Tribe;Danske Bank Lithuania;Vilnius;€ 3520 – 5280;N/A;2 months ago;27.05.2025;"You are an experienced data engineer with experience in writing pyspark, python and SQL code, (Optionally) you have experience with SAS programming language, You have been a leader with engineering background for some years or at least have a strong inner drive to lead a team of engineers and grow your leadership skills, Strong understanding of the development lifecycle process and a willingness to learn new programming languages, tools, and processes. High level of personal responsibility and commitment to team goals, Advanced English skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Junior Data Engineer in Finance Tribe;Danske Bank Lithuania;Vilnius;€ 2720 – 4080;Junior;2 months ago;13.05.2025;"2+ years of experience working as a Data Engineer with strong understanding of ETL processes, relational databases, and data modelling, Experience with CI/CD, IaaS, and Terraform, Practical experience with AWS data services, Good communication and collaboration skills, Upper-Intermediate English skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Business System Support Analyst (+Danish language bonus allowance);Danske Bank Lithuania;Vilnius;€ 1480 – 2220;N/A;2 months ago;19.05.2025;"Maintain the increase in the number of calls resolved at the first point of contact by sharing information, updating existing knowledge, and writing new knowledge documentation, Danish (B2) language skills (written and spoken), Upper-Intermediate English language skills, Service-oriented mindset and great problem-solving skills, Previous experience in Service Desk (would be a bonus), Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
POWER PLATFORM DEVELOPER (F/M/D);Ignitis Group;Vilnius;€ 3121 – 4683;N/A;2 months ago;15.05.2025;1-2 years of experience in developing solutions using Microsoft Power Platform especially Power Apps and related integrations, Ability to work with Product Owner and break down business requirements into work items understanding the scope, complexity, performance, security and other aspects of Power Platform solutions development, We work with Microsoft Power Platform, C# .NET for integrations, Javascript for enhanced UI experience. We expect you will be able to use this stack and even extend the list further, Database knowledge, SQL skills for manipulating data, creating, altering tables, Basic testing skills, Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience
Full Stack Developer in Credit & Capital tribe | SEB, Vilnius;SEB;Vilnius;€ 3650 – 5450;N/A;2 months ago;11.06.2025;N/A
Senior Software Engineer (Mainframe) in Credit Journey Tribe;Danske Bank Lithuania;Vilnius;€ 4640 – 6960;Senior;3 months ago;16.05.2025;"Understanding of RACF and other security tools to keep hackers and threats at bay, Upper-Intermediate English language skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
DevOps Engineer for Journey Automation Team;Danske Bank Lithuania;Vilnius;€ 4640 – 6960;N/A;3 months ago;28.05.2025;"Strong understanding of cloud technologies, CI/CD pipelines, and DevOps practices, Experience with containerization and orchestration technologies (e.g., Docker, Kubernetes), Experience working in cloud environment (AWS), Previous experience with IaC tools (e.g. Terraform, Crossplane), Excellent communication and teamwork skills, Upper-Intermediate English skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Senior SAS Platform Engineer;Danske Bank Lithuania;Vilnius;€ 4160 – 6240;Senior;3 months ago;02.06.2025;"3-5 years of experience in setting up SAS Mainframe and SAS Windows solutions, In-depth knowledge of SAS Foundation 9.4, SAS Metadata BI Server, and Platform LSF Suite, Effective written and verbal communication skills, with advanced proficiency in English, Well-developed interpersonal, problem-solving, prioritisation, decision-making, and conflict resolution skills, Knowledge of SAS on Cloud (AWS/Azure) would be beneficial, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
IT LICENSE ADMINISTRATOR (F/M/D);Ignitis Group;Vilnius;€ 2379 – 3568;N/A;3 months ago;25.05.2025;Experience in administering USU SAM or a similar IT license management system, Understand the general principles of IT infrastructure operation, licensing practices, and have experience and a desire to automate daily tasks using innovative IT automation tools (Ansible, Puppet, Terraform, etc.), Knowledge of Microsoft, Oracle, VMware, IBM, and/or other on-premise and cloud product licensing principles, Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience, Compensation corresponding to experience and competencies, and financial incentives dependent on achieved results
Senior Business Analyst in End User Services – GenAI services;Danske Bank Lithuania;Vilnius;€ 3600 – 5400;Senior;3 months ago;19.05.2025;"Analytical Skills and Attention to Detail: Ability to analyze complex data and derive insights, Communication and Documentation Skills: Effective at gathering requirements, collaborating, and documenting processes clearly. Software Development Project Experience: Working as a business analyst in software development and implementation projects, SharePoint, Forms, and Tableau Knowledge: Familiarity with these tools is beneficial, Problem-Solver: Proficient problem-solving skills are essential to navigate and find effective solutions, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
DATA ENGINEER (F/M/D);Ignitis Group;Vilnius;€ 3121 – 4683;N/A;3 months ago;18.05.2025;Understanding, creating and applying technical documentation in solutions development, 2+ years ETL development and data warehousing experience, Knowledge of Data Warehouse building principles, including data modelling, Experience with Data Factory/SSIS packages, Experience building and optimizing data pipelines, architectures and data sets, Experience working in MS SQL Server, High level of communication skills, ability to work as part of a team, Excellent oral and written communication skills in both Lithuanian and English language, Experience with Apache Airflow, Python skills, Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience
DATA ENGINEER (F/M/D);Ignitis Group;Vilnius;€ 3121 – 4683;N/A;3 months ago;18.05.2025;Understanding, creating and applying technical documentation in solutions development, 2+ years ETL development and data warehousing experience, Knowledge of Data Warehouse building principles, including data modelling, Experience with Data Factory/SSIS packages, Experience building and optimizing data pipelines, architectures and data sets, Experience working in MS SQL Server, High level of communication skills, ability to work as part of a team, Excellent oral and written communication skills in both Lithuanian and English language, Experience with Apache Airflow, Python skills, Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience
IT Software Architect;Danske Bank Lithuania;Vilnius;€ 5040 – 7560;N/A;3 months ago;21.05.2025;"Advanced communication and documentation skills – the ability to create clarity for both business and technical stakeholders, Knowledge and experience with Architectural Design and Modelling, Domain Driven Design, Design Patterns and CI-CD principles, Experience designing event driven architectures, micro-services and APIs, Solid development and coding experience (.Net or Java, full stack would be a plus), specifically building services in cloud technologies, Experience building highly available and scalable solutions, Upper-Intermediate English skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Senior Java Engineer for Market Data Squad;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;3 months ago;14.05.2025;"Proven Java programming skills, Solid understanding of scalable APIs, SOLID principles, clean architecture, and efficient programming, Knowledgeable in Linux platform and troubleshooting, Good understanding of network technologies, Experienced in agile development methodologies, Knowledge of JavaScript or other front-end technologies as well as experience with C# is considered as a bonus, Advanced English language skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Data Engineering Chapter Lead in Everyday Banking Individuals Tribe;Danske Bank Lithuania;Vilnius;€ 5200 – 7800;Senior;3 months ago;06.06.2025;"Bachelors or equivalent degree in computer science, engineering, or a related field, with minimum 3+ years hands-on experience, ideally supplemented with certifications from AWS, Microsoft, GCP etc, Leadership skills with a previous experience of team management and people development would be considered as a bonus, High communication and collaboration skills, Hands-on experience with ETL processes and tools such as Glue, Talend or AWS Data Pipeline, design & develop data lake in public cloud, Good understanding of Agile Development, Cloud formation Template, AWS Code Built, AWS Code Pipeline, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Senior Data Engineer in Everyday Banking Individuals Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;3 months ago;06.06.2025;"Bachelors or equivalent degree in computer science, engineering, or a related field, with minimum 3+ years hands-on experience, ideally supplemented with certifications from AWS, Microsoft, GCP etc, Ability and knowledge how to design and develop data lake solutions in public cloud (AWS would be ideal), as well as prior experience in migrating legacy to public cloud, Hands-on experience with ETL processes and tools such as Glue, Talend or AWS Data Pipeline, Experience with at least one of relational databases on AWS RDS such as SQL Server, NoSQL database such as DynamoDB and cloud data warehouse databases such as AWS Redshift, Good understanding of Agile Development, Cloud formation Template, AWS Code Built, AWS Code Pipeline, Understanding of Virtual Private Cloud environment including VPC, IAM, EC2 instances, Security groups, Network Access control, Elastic IPs, public & private subnets etc, Upper-Intermediate English skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Senior Cloud Data Engineer in HR IT, Corporate Functions | SEB, Vilnius;SEB;Vilnius;€ 3650 – 5450;Senior;3 months ago;11.06.2025;N/A
.NET Full-Stack Developer in Leasing team | SEB, Vilnius;SEB;Vilnius;€ 2850 – 5450;N/A;3 months ago;11.06.2025;N/A
DUOMENŲ VALDYSENOS (DATA GOVERNANCE) KOORDINATORĖ (-IUS);Ignitis Group;Vilnius;€ 3267 – 4900;N/A;3 months ago;30.05.2025;N/A
Google Cloud Platform Engineer | SEB, Vilnius;SEB;Vilnius;€ 2850 – 5450;N/A;4 months ago;11.06.2025;N/A
Google Cloud Platform Engineer | SEB, Kaunas;SEB;Kaunas;€ 2850 – 5450;N/A;4 months ago;11.06.2025;N/A
HEAD OF INTEGRATIONS (F/M/D);Ignitis Group;Vilnius;€ 4247 – 6370;Senior;4 months ago;27.05.2025;2+ years of experience managing a team (5-12 direct reports) of IT development-related specialists, Strong communication, excellent organization, negotiation, and time management skills, Independent self-learner with exceptional problem-solving and decision-making mindset and skills to identify, create, and improve work processes, Experience with task management tools (e.g., Jira and similar), Advanced experience of Agile IT delivery management frameworks, tools e.g.: Kanban, Scrum or other, Technical leadership experience developing distributed and highly available systems or solutions, Previous experience working with Integration platforms or leading integrations implementations, Previous experience with Java, Spring Boot, Spring Cloud, Grafana, Prometheus, and GitLab CI/CD, Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience
Senior .NET developer | SEB, Vilnius;SEB;Vilnius;€ 3650 – 5450;Senior;4 months ago;11.06.2025;N/A
DevOps Engineer for Log Infrastructure | SEB, Vilnius;SEB;Vilnius;€ 2850 – 5450;N/A;4 months ago;11.06.2025;N/A
Senior Software Engineer (.NET) in AML Review Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;5 months ago;19.05.2025;"3+ years of experience in .NET platform (C# language), Some experience or exposure to front-end technologies (React) would be a valuable skill., Experience in messaging brokers (i.e. RabbitMQ) is beneficial, Knowledge of cloud platforms (i.e. Openshift, AWS etc.), Experience working in the Financial sector is a bonus, Upper-Intermediate English language skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Senior Java Developer for Welcoming and Orchestration Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;6 months ago;06.06.2025;"Proven experience in developing applications using Java, frameworks such as Spring Boot, and databases such as MSSQL, Work knowledge and experience with message brokers (RabbitMQ, etc.) would be beneficial, Work knowledge and experience with distributed software using cloud service providers (AWS, etc.), Docker, and a container orchestration platform (OpenShift, Kubernetes, etc.) would be considered a bonus, Advanced skills and fluency in English, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Mid/Senior Java Developer | SEB, Vilnius;SEB;Vilnius;€ 2850 – 5450;Senior;6 months ago;11.06.2025;N/A
Mid/Senior Java Developer | SEB, Kaunas;SEB;Kaunas;€ 2850 – 5450;Senior;6 months ago;11.06.2025;N/A
Senior .Net Software Engineer for Risk and Compliance Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;6 months ago;19.05.2025;"Share knowledge with developers in your chapter and squad, fostering an environment of continuous learning and professional growth, 5+ years of experience in developing and maintaining applications, Experience working with cloud services and managing scalable cloud-based applications (preferably with AWS), Motivation to share knowledge and mentor junior developers, Experience with software architecture, Infrastructure as Code with Terraform, and CI/CD would be a beneficial asset, Upper Intermediate English skills, both written and spoken, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
JUNIOR ORACLE DEVELOPER (F/M/D);Ignitis Group;Vilnius;€ 2532 – 3800;Junior;6 months ago;17.05.2025;1+ years of experience in development with Oracle database, Oracle development skills using PL/SQL, Knowledge about performance Tuning and Query Optimization, Time management, analytical, critical thinking and comprehension skills, Knowledge of Oracle Designer, Oracle Forms, Knowledge of TSK framework, Experience with code versioning tools (e.g., SVN), Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience
IT Solution Architect for People Tribe;Danske Bank Lithuania;Vilnius;€ 5040 – 7560;N/A;7 months ago;14.05.2025;"Support solution design by actively engaging, providing feedback on designs, and facilitating knowledge sharing between tribes, Proven history working as an IT architect having real hands-on skills (solution-oriented mindset), Good technical skills in cloud-based development, including hands-on experience with tooling, Solid analytical and problem-solving skills, Great collaboration and communication skills, Advanced English language skills, Public Cloud knowledge (AWS), Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Chief Data Architect in Financial Crime Lifecycle Management;Danske Bank Lithuania;Vilnius;€ 6640 – 9960;N/A;7 months ago;16.05.2025;"Solid stakeholder management and communication skills, Experienced data architect in financial institutions, preferably within financial crime risk and prevention, Experience with data transformations, Experience with regulatory compliance, Experience with Agile methodologies and ceremonies, Experience working with cloud platforms such as AWS, Advanced English language skills, both written and spoken, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
IT INFRASTRUCTURE ADMINISTRATOR (F/M/D);Ignitis Group;Vilnius;€ 2379 – 3568;N/A;8 months ago;17.05.2025;Experience with VMware vSphere, Hyper-V, or other virtualization technologies, Knowledge of networking fundamentals (VLAN, virtual network configuration), Understanding of high availability (HA), disaster recovery (DR), and clustering concepts, Knowledge of physical server maintenance and integration with virtualization platforms, Experience with automation tools such as Ansible, PowerShell, Terraform, or other Infrastructure as Code (IaC) solutions, Knowledge of Python or other scripting languages for automating complex tasks and optimizing processes, Experience working with Windows Server Core environments, Work experience in Linux environments, Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience
Application Support specialist for Data Quality | SEB, Vilnius;SEB;Vilnius;€ 2850 – 4250;N/A;9 months ago;11.06.2025;N/A
Senior Cloud Specialist: Kubernetes and Linux;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;10 months ago;28.05.2025;"Work closely with infrastructure service users to resolve ongoing issues, using your technical acumen and problem-solving skills to ensure smooth operations and minimize downtime, 4 + years of hands-on experience with Linux, Experience with container orchestration platforms like Kubernetes, OpenShift, EKS, or others, Scripting or programming skills in any of the following languages: Ruby, Python, Bash, Understanding of Linux security technologies and observability practices, methods, and tools, Experience with automation tools like Chef, Ansible, Terraform, Great troubleshooting and debugging skills, enabling you to diagnose and fix issues quickly and efficiently, Solid communication skills with the ability to work with diverse teams and build a positive working environment, Hands-on experience with public cloud services in AWS, GCP, or Azure, Upper-Intermediate English skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
Senior Cloud Specialist: Kubernetes;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;10 months ago;28.05.2025;"Work closely with infrastructure service users to resolve ongoing issues, using your technical expertise and problem-solving skills to ensure smooth operations and minimize downtime, 3 + years of hands-on experience in deploying, managing, and scaling Kubernetes clusters, specifically in AWS EKS, Solid understanding of the core components of AWS EKS, Kubernetes or OpenShift, Profound knowledge of AWS core services: VPC, EC2, S3, IAM, Route 53, Load Balancers, Storage, Lambda, Advanced skills in using DevOps and IaC tools, such as Azure DevOps, Terraform, Ansible, Chef, Git, Understanding of security technologies and observability practices, methods, and tools in AWS, Great troubleshooting and debugging skills, enabling you to diagnose and fix issues quickly and efficiently, Solid communication skills with the ability to work with diverse teams and build a positive working environment, Upper-Intermediate English skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience."
DevOps Engineer;Alliance for Recruitment;Kaunas;€ 6699 – 6700;N/A;23 minutes ago;11.06.2025;5+ years of experience with DevOps practices., Proficiency in AWS Amazon or Azure and experience with IaC tools, specifically Terraform or Terragrunt., Experience with CI/CD tools (Jenkins, GitLab CI/CD, Travis, etc.)., Implementation experience with GitOps tools like ArgoCD/FluxCD and a strong understanding of modern Git flow., Knowledge of logging systems (ELK, EFK, Loki/Promtail)., Strong understanding of network fundamentals (TCP/IP, HTTP, DNS, etc.)., Solid experience with Bash/Python scripting., Excellent Linux/UNIX skills and experience with running high-available applications.
IT Solution Owner (Forestry Systems) – Ingka Investments;WorkingDay Latvia SIA;Kaunas / Remote;€ 4700 – 6700;N/A;Renewed 4 days ago;17.05.2025;Coordinate between business users and development/vendor teams, ensuring a clear understanding of requirements, priorities, and solution goals., Ensure high quality, usability, and a positive user experience in the solution, and support smooth adoption through training and guidance., Working experience in Solution implementation in Forestry, Solid understanding of forest management practices, sustainability challenges, and operational workflows, Proficiency with GIS tools (e.g., QGIS, ArcGIS) and experience with spatial data formats and analyses, Strong interpersonal skills to engage, align, and manage expectations across multi-disciplinary teams, Good understanding of data flow, APIs, and integration of forestry systems with enterprise tools, Experience managing digital solution roadmaps, user requirements, and feature prioritization, Strong understanding of the forestry industry, including its challenges and opportunities, as well as a good grasp of business principles and practices, A competitive salary in the range of EUR 4700 - 6700 gross, considering your previous experience and competencies
Senior DevOps Engineer;Alliance for Recruitment;Vilnius;€ 5730 – 7050;Senior;7 days ago;05.06.2025;Proven experience as a DevOps or similar role, demonstrating proficiency in managing cloud infrastructure and ensuring system reliability, scalability, and performance, Strong understanding of Amazon Web Services (AWS) with hands-on experience in constructing and managing cloud-based infrastructure on the AWS platform, Experience with infrastructure as code tools such as Terraform and Terragrunt, as well as CI/CD pipelines using Jenkins, essential for managing and automating infrastructure deployments and updates, Experience with deployment management: actively involved in or serving as the executor for deployments and releases to both production and non-production environments, utilizing contracting pipelines for infrastructure and applications, as well as Helm charts with Jenkins for streamlined and reliable delivery of updates and new features across the entire infrastructure, Gross salary. Will be determined depending on your level of experience and competencies.
Junior Website Content Coordinator (UX/UI);Alliance for Recruitment;Vilnius;€ 1500 – 2000;Junior;12 days ago;30.05.2025;Participate in the meetings and alignments with company stakeholders and internal project teams in order to deliver excellent website experience to end consumer., Previous experience in e-commerce, website administration, or a related field., Strong communication skills - ability to clearly communicate progress, challenges, and delays when necessary., Experience with Jira or similar project/task management tools is a plus.
Java Software Engineer;Alliance for Recruitment;Lithuania;€ 4010 – 7515;N/A;13 days ago;29.05.2025;Support team members and share knowledge within the organization, Advanced knowledge and skills of Java, its frameworks like Spring, Spring boot, and tools like Jenkins, Git, Java module system, Gradle, and Docker, Strong understanding of the Software Development Life Cycle, Strong knowledge of data structures, data flow charts, programming logic, and codes, Advanced knowledge of different software development methodologies and supporting team of continuity of relevant methodology., Proven experience and strong knowledge in banking IT solutions is a huge plus, Strong knowledge of microservice architecture
AI Developer (Remote-Friendly);Alliance for Recruitment;Vilnius;€ 3000 – 5000;N/A;19 days ago;23.05.2025;Minimum 3 years of programming experience., Excellent skills in working with REST APIs., Experience working with JSON., Hands-on experience with AI models., At least 1 year of experience integrating with AI APIs (e.g., OpenAI)., Hands-on experience applying AI in real-world, practical solutions.
System Engineer Storage;Alliance for Recruitment;Kaunas;€ 3000 – 5000;N/A;27 days ago;15.05.2025;Proven experience in managing and designing storage systems and services., Experience in installation and configuration of storage systems (SAN/NAS)., Extensive knowledge of storage products such as IBM, HPE, NetApp, Dell EMC., Good knowledge of setting up and configuring Storage Area Networks (SAN)., Strong verbal and written communication skills., Business fluent in English, both written and spoken and German language skills are an advantage.
Sistemų analitikas (-ė) GovTech projektams;Alliance for Recruitment;Vilnius;€ 2806 – 3306;N/A;27 days ago;15.05.2025;N/A
Security Engineer (SOC Analyst);Alliance for Recruitment;Kaunas;€ 2455 – 3504;N/A;27 days ago;15.05.2025;"You have knowledge of: Firewalls, Windows & Linux Hardening, Account Management, Antivirus Management, TLS protocols, PKI, Vulnerability scanners., You have a good knowledge of LAN-WAN networks and network topologies;"
Principal Site Reliability Engineer;Alliance for Recruitment;Vilnius;€ 6000 – 7000;Senior;about 1 month ago;08.06.2025;5+ years of experience in a senior SRE or similar position, demonstrating deep knowledge and expertise in site reliability engineering or operations, Advanced Python skills and proficiency in scripting for automation and system management, with a track record of developing and implementing automation solutions, Expertise in SQL and transactional databases, including performance tuning and troubleshooting, combined with strong analytical skills and a demonstrated ability to perform in-depth troubleshooting and root cause analysis of complex technical issues, AWS knowledge, Expertise in REST APIs and proven ability to manage and optimize complex systems with a strong understanding of API integration, Proficiency in managing Java applications and a basic understanding of browser developer console for front-end application debugging, Analytical and troubleshooting skills with a demonstrated ability to perform in-depth troubleshooting and root cause analysis of complex technical issues, Advanced knowledge of Change Management Processes and risk management, In-depth understanding of FIX protocol and Corvil to manage related connectivity incidents, network topology and functionality expertise, Hybrid or Remote work experience that allows for flexibility.
Java Back-end Developer;Alliance for Recruitment;Kaunas;€ 2803 – 5621;N/A;about 1 month ago;05.06.2025;"3+ years of experience in backend development with Java;, Experience with **RESTful API development and microservices architecture;, Understanding of message brokers (Kafka);, Experience with authentication mechanisms (Keycloak, JWT, OAuth2, SSO, etc.);, Knowledge of CI/CD pipelines and DevOps practices;, Strong problem-solving skills and the ability to work independently and in a team;, Excellent communication and documentation skills., Experience a workplace where decisions are made swiftly, and you'll work closely within tight-knit teams;"
Power platform development lead;Alliance for Recruitment;Vilnius;€ 5500 – 6500;Senior;about 1 month ago;01.06.2025;N/A
Java Solution Developer in Liquidity Risk Team;Alliance for Recruitment;Vilnius;€ 3650 – 5450;N/A;about 2 months ago;27.05.2025;Java Expertise: solid experience in Java development, Kubernetes Proficiency: hands-on experience with Kubernetes, Cloud and Microservices: good understanding of cloud architecture, platforms, and microservices, Language Skills: fluent in English, Experience working with ETL
Įterptinių sistemų programuotojas (-a);Alliance for Recruitment;Vilnius;€ 3000 – 3700;N/A;about 2 months ago;25.05.2025;N/A
Product Owner (KYC/AML);Alliance for Recruitment;Vilnius;€ 3500 – 6500;N/A;2 months ago;07.06.2025;5+ years of experience as a product owner or experience in product management, project management, or similar roles within the KYC/AML or financial services industry., Familiarity with KYC/AML platforms (e.g., Fenergo) and screening tools (e.g., World Check One) is highly desirable. Experience in working with APIs and third-party solution integration is a plus., Strong analytical skills with experience in translating business requirements into functional specifications and user stories. Ability to prioritize competing demands and manage requirements effectively., Excellent written and verbal communication skills. Ability to convey complex information clearly to both technical and non-technical stakeholders.
Full Stack Programuotojas;Alliance for Recruitment;Kaunas;€ 3000 – 4300;N/A;3 months ago;20.05.2025;N/A
